X,Y,Index_,event_unique_id,occurrencedate,reporteddate,premisetype,ucr_code,ucr_ext,offence,reportedyear,reportedmonth,reportedday,reporteddayofyear,reporteddayofweek,reportedhour,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofyear,occurrencedayofweek,occurrencehour,MCI,Division,Hood_ID,Neighbourhood,Lat,Long,FID
-79.3746338,43.6902046,130954,GO-2016646373,2016-04-15T04:00:00.000Z,2016-04-16T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,April,16,107,Saturday  ,6,2016,April,15,106,Friday    ,18,Auto Theft,D53,98,Rosedale-Moore Park (98),43.6902046,-79.3746338,13001
-79.5595551,43.624073,130955,GO-2016676364,2016-04-20T04:00:00.000Z,2016-04-20T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,April,20,111,Wednesday ,20,2016,April,20,111,Wednesday ,18,Auto Theft,D22,14,Islington-City Centre West (14),43.624073,-79.5595551,13002
-79.549537700000016,43.7276535,130956,GO-2016671810,2016-04-20T04:00:00.000Z,2016-04-20T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,April,20,111,Wednesday ,6,2016,April,20,111,Wednesday ,1,Auto Theft,D23,5,Elms-Old Rexdale (5),43.7276535,-79.5495377,13003
-79.5227661,43.693252599999987,130957,GO-2016684643,2016-04-21T04:00:00.000Z,2016-04-22T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,April,22,113,Friday    ,6,2016,April,21,112,Thursday  ,21,Auto Theft,D23,8,Humber Heights-Westmount (8),43.6932526,-79.5227661,13004
-79.5227661,43.693252599999987,130958,GO-2016684643,2016-04-21T04:00:00.000Z,2016-04-22T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,April,22,113,Friday    ,6,2016,April,21,112,Thursday  ,21,Auto Theft,D23,8,Humber Heights-Westmount (8),43.6932526,-79.5227661,13005
-79.562675499999983,43.6123085,130959,GO-2016695899,2016-04-23T04:00:00.000Z,2016-04-23T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,April,23,114,Saturday  ,22,2016,April,23,114,Saturday  ,21,Auto Theft,D22,14,Islington-City Centre West (14),43.6123085,-79.5626755,13006
-79.4513321,43.7836876,130960,GO-2016678542,2016-04-21T04:00:00.000Z,2016-04-21T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,April,21,112,Thursday  ,8,2016,April,21,112,Thursday  ,0,Auto Theft,D32,35,Westminster-Branson (35),43.7836876,-79.4513321,13007
-79.5240707,43.7242126,130961,GO-20151935983,2015-11-10T05:00:00.000Z,2015-11-11T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2015,November,11,315,Wednesday ,6,2015,November,10,314,Tuesday   ,15,Auto Theft,D31,26,Downsview-Roding-CFB (26),43.7242126,-79.5240707,13008
-79.5132065,43.7255173,130962,GO-2016168152,2016-01-28T05:00:00.000Z,2016-01-28T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,January,28,28,Thursday  ,22,2016,January,28,28,Thursday  ,20,Auto Theft,D31,26,Downsview-Roding-CFB (26),43.7255173,-79.5132065,13009
-79.3288803,43.8061295,130963,GO-2016441319,2016-03-13T05:00:00.000Z,2016-03-14T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,March,14,74,Monday    ,8,2016,March,13,73,Sunday    ,23,Auto Theft,D42,116,Steeles (116),43.8061295,-79.3288803,13010
-79.3538818,43.7793694,130964,GO-2016749000,2016-04-29T04:00:00.000Z,2016-05-02T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,May,2,123,Monday    ,9,2016,April,29,120,Friday    ,15,Auto Theft,D33,47,Don Valley Village (47),43.7793694,-79.3538818,13011
-79.5051422,43.6569328,130965,GO-2016768547,2016-05-04T04:00:00.000Z,2016-05-05T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,May,5,126,Thursday  ,8,2016,May,4,125,Wednesday ,19,Auto Theft,D22,15,Kingsway South (15),43.6569328,-79.5051422,13012
-79.5495529,43.7598152,130966,GO-2016613543,2016-04-08T04:00:00.000Z,2016-04-11T04:00:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2016,April,11,102,Monday    ,10,2016,April,8,99,Friday    ,16,Auto Theft,D31,21,Humber Summit (21),43.7598152,-79.5495529,13013
-79.3413162,43.8156548,130967,GO-2016585956,2016-04-06T04:00:00.000Z,2016-04-06T04:00:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2016,April,6,97,Wednesday ,20,2016,April,6,97,Wednesday ,18,Auto Theft,D33,116,Steeles (116),43.8156548,-79.3413162,13014
-79.5596924,43.7133217,130968,GO-2015455640,2015-03-17T04:00:00.000Z,2015-03-18T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2015,March,18,77,Wednesday ,8,2015,March,17,76,Tuesday   ,21,Auto Theft,D23,4,Rexdale-Kipling (4),43.7133217,-79.5596924,13015
-79.5819321,43.6825752,130969,GO-2015561829,2015-04-04T04:00:00.000Z,2015-04-05T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2015,April,5,95,Sunday    ,2,2015,April,4,94,Saturday  ,22,Auto Theft,D23,1,West Humber-Clairville (1),43.6825752,-79.5819321,13016
-79.4504242,43.7819443,130970,GO-2016791478,2016-03-31T04:00:00.000Z,2016-05-08T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,May,8,129,Sunday    ,17,2016,March,31,91,Thursday  ,0,Auto Theft,D32,35,Westminster-Branson (35),43.7819443,-79.4504242,13017
-79.350441,43.7936325,130971,GO-2016800339,2016-05-09T04:00:00.000Z,2016-05-10T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,May,10,131,Tuesday   ,6,2016,May,9,130,Monday    ,23,Auto Theft,D33,48,Hillcrest Village (48),43.7936325,-79.350441,13018
-79.4873352,43.7604256,130972,GO-2016795432,2016-05-08T04:00:00.000Z,2016-05-09T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,May,9,130,Monday    ,11,2016,May,8,129,Sunday    ,15,Auto Theft,D31,27,York University Heights (27),43.7604256,-79.4873352,13019
-79.5327301,43.6801643,130973,GO-2016801224,2016-05-09T04:00:00.000Z,2016-05-10T04:00:00.000Z,Other,2135,210,Theft Of Motor Vehicle,2016,May,10,131,Tuesday   ,9,2016,May,9,130,Monday    ,21,Auto Theft,D22,9,Edenbridge-Humber Valley (9),43.6801643,-79.5327301,13020
-79.2810745,43.765804299999985,130974,GO-2016804598,2016-05-09T04:00:00.000Z,2016-05-10T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,May,10,131,Tuesday   ,18,2016,May,9,130,Monday    ,16,Auto Theft,D41,126,Dorset Park (126),43.7658043,-79.2810745,13021
-79.193344100000019,43.785347,130975,GO-2016816758,2016-05-11T04:00:00.000Z,2016-05-12T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,May,12,133,Thursday  ,14,2016,May,11,132,Wednesday ,19,Auto Theft,D43,134,Highland Creek (134),43.785347,-79.1933441,13022
-79.3695984,43.7606087,130976,GO-2016821334,2016-05-12T04:00:00.000Z,2016-05-13T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,May,13,134,Friday    ,8,2016,May,12,133,Thursday  ,22,Auto Theft,D33,40,St.Andrew-Windfields (40),43.7606087,-79.3695984,13023
-79.4556808,43.7182617,130977,GO-2016804968,2016-05-10T04:00:00.000Z,2016-05-10T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,May,10,131,Tuesday   ,19,2016,May,10,131,Tuesday   ,17,Auto Theft,D32,31,Yorkdale-Glen Park (31),43.7182617,-79.4556808,13024
-79.3140793,43.8097153,130978,GO-2016453159,2016-03-15T04:00:00.000Z,2016-03-16T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,March,16,76,Wednesday ,6,2016,March,15,75,Tuesday   ,21,Auto Theft,D42,116,Steeles (116),43.8097153,-79.3140793,13025
-79.4894943,43.7574501,130979,GO-2016825580,2016-05-13T04:00:00.000Z,2016-05-13T04:00:00.000Z,Other,2135,210,Theft Of Motor Vehicle,2016,May,13,134,Friday    ,20,2016,May,13,134,Friday    ,20,Auto Theft,D31,27,York University Heights (27),43.7574501,-79.4894943,13026
-79.6099167,43.7341003,130980,GO-2016839757,2016-05-16T04:00:00.000Z,2016-05-16T04:00:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2016,May,16,137,Monday    ,8,2016,May,16,137,Monday    ,4,Auto Theft,D23,1,West Humber-Clairville (1),43.7341003,-79.6099167,13027
-79.5755234,43.7361183,130981,GO-2016847296,2016-05-16T04:00:00.000Z,2016-05-17T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,May,17,138,Tuesday   ,10,2016,May,16,137,Monday    ,23,Auto Theft,D23,3,Thistletown-Beaumond Heights (3),43.7361183,-79.5755234,13028
-79.4131851,43.6865616,130982,GO-2016847478,2016-05-17T04:00:00.000Z,2016-05-17T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,May,17,138,Tuesday   ,11,2016,May,17,138,Tuesday   ,10,Auto Theft,D13,101,Forest Hill South (101),43.6865616,-79.4131851,13029
-79.5177307,43.757236499999983,130983,GO-2016849711,2016-05-17T04:00:00.000Z,2016-05-17T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,May,17,138,Tuesday   ,16,2016,May,17,138,Tuesday   ,16,Auto Theft,D31,24,Black Creek (24),43.7572365,-79.5177307,13030
-79.5667572,43.6370468,130984,GO-2016852981,2016-05-17T04:00:00.000Z,2016-05-18T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,May,18,139,Wednesday ,6,2016,May,17,138,Tuesday   ,22,Auto Theft,D22,13,Etobicoke West Mall (13),43.6370468,-79.5667572,13031
-79.3607254,43.7465248,130985,GO-2016873618,2016-05-21T04:00:00.000Z,2016-05-21T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,May,21,142,Saturday  ,7,2016,May,21,142,Saturday  ,5,Auto Theft,D33,42,Banbury-Don Mills (42),43.7465248,-79.3607254,13032
-79.496650699999989,43.6617622,130986,GO-2016873429,2016-05-20T04:00:00.000Z,2016-05-21T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,May,21,142,Saturday  ,6,2016,May,20,141,Friday    ,20,Auto Theft,D11,114,Lambton Baby Point (114),43.6617622,-79.4966507,13033
-79.4484253,43.7220726,130987,GO-2016857120,2016-05-18T04:00:00.000Z,2016-05-18T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,May,18,139,Wednesday ,18,2016,May,18,139,Wednesday ,10,Auto Theft,D32,31,Yorkdale-Glen Park (31),43.7220726,-79.4484253,13034
-79.4484253,43.7220726,130988,GO-2016857120,2016-05-18T04:00:00.000Z,2016-05-18T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,May,18,139,Wednesday ,18,2016,May,18,139,Wednesday ,10,Auto Theft,D32,31,Yorkdale-Glen Park (31),43.7220726,-79.4484253,13035
-79.4484253,43.7220726,130989,GO-2016857120,2016-05-18T04:00:00.000Z,2016-05-18T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,May,18,139,Wednesday ,18,2016,May,18,139,Wednesday ,10,Auto Theft,D32,31,Yorkdale-Glen Park (31),43.7220726,-79.4484253,13036
-79.4484253,43.7220726,130990,GO-2016857120,2016-05-18T04:00:00.000Z,2016-05-18T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,May,18,139,Wednesday ,18,2016,May,18,139,Wednesday ,10,Auto Theft,D32,31,Yorkdale-Glen Park (31),43.7220726,-79.4484253,13037
-79.5873108,43.6907883,130991,GO-2016879608,2016-05-22T04:00:00.000Z,2016-05-22T04:00:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2016,May,22,143,Sunday    ,4,2016,May,22,143,Sunday    ,0,Auto Theft,D23,1,West Humber-Clairville (1),43.6907883,-79.5873108,13038
-79.563606300000018,43.6190147,130992,GO-2016881755,2016-05-20T04:00:00.000Z,2016-05-22T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,May,22,143,Sunday    ,14,2016,May,20,141,Friday    ,21,Auto Theft,D22,14,Islington-City Centre West (14),43.6190147,-79.5636063,13039
-79.3737259,43.6713295,130993,GO-2016873933,2016-05-21T04:00:00.000Z,2016-05-21T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,May,21,142,Saturday  ,9,2016,May,21,142,Saturday  ,0,Auto Theft,D51,74,North St.James Town (74),43.6713295,-79.3737259,13040
-79.2923889,43.6952782,130994,GO-2016818817,2016-05-09T04:00:00.000Z,2016-05-23T04:00:00.000Z,Apartment,2135,210,Theft Of Motor Vehicle,2016,May,23,144,Monday    ,15,2016,May,9,130,Monday    ,18,Auto Theft,D54,61,Taylor-Massey (61),43.6952782,-79.2923889,13041
-79.3080063,43.724777199999984,130995,GO-2016902472,2016-05-25T04:00:00.000Z,2016-05-25T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,May,25,146,Wednesday ,18,2016,May,25,146,Wednesday ,16,Auto Theft,D54,43,Victoria Village (43),43.7247772,-79.3080063,13042
-79.6031952,43.7396431,130996,GO-2016927163,2016-05-20T04:00:00.000Z,2016-05-29T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,May,29,150,Sunday    ,10,2016,May,20,141,Friday    ,15,Auto Theft,D23,1,West Humber-Clairville (1),43.7396431,-79.6031952,13043
-79.4430847,43.6779633,130997,GO-20171989335,2017-11-02T04:00:00.000Z,2017-11-03T04:00:00.000Z,Other,2135,210,Theft Of Motor Vehicle,2017,November,3,307,Friday    ,6,2017,November,2,306,Thursday  ,21,Auto Theft,D13,92,Corso Italia-Davenport (92),43.6779633,-79.4430847,13044
-79.5214233,43.7732086,130998,GO-20173280740,2017-12-22T05:00:00.000Z,2017-12-28T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,December,28,362,Thursday  ,18,2017,December,22,356,Friday    ,13,Auto Theft,D31,24,Black Creek (24),43.7732086,-79.5214233,13045
-79.3429718,43.6828117,130999,GO-20171340353,2017-07-25T04:00:00.000Z,2017-07-26T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,July,26,207,Wednesday ,9,2017,July,25,206,Tuesday   ,19,Auto Theft,D54,66,Danforth (66),43.6828117,-79.3429718,13046
-79.3313522,43.681713099999989,131000,GO-20171503970,2017-06-26T04:00:00.000Z,2017-08-20T04:00:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2017,August,20,232,Sunday    ,8,2017,June,26,177,Monday    ,10,Auto Theft,D55,66,Danforth (66),43.6817131,-79.3313522,13047
-79.3313522,43.681713099999989,131001,GO-20171503970,2017-06-26T04:00:00.000Z,2017-08-20T04:00:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2017,August,20,232,Sunday    ,8,2017,June,26,177,Monday    ,10,Auto Theft,D55,66,Danforth (66),43.6817131,-79.3313522,13048
-79.3609772,43.6619225,131002,GO-20173046327,2017-11-19T05:00:00.000Z,2017-11-22T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,November,22,326,Wednesday ,10,2017,November,19,323,Sunday    ,17,Auto Theft,D51,72,Regent Park (72),43.6619225,-79.3609772,13049
-79.5385132,43.6608353,131003,GO-20162065973,2016-11-20T05:00:00.000Z,2016-11-21T05:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,November,21,326,Monday    ,8,2016,November,20,325,Sunday    ,13,Auto Theft,D22    ,10,Princess-Rosethorn (10),43.6608353,-79.5385132,13050
-79.4000092,43.6488953,131004,GO-20173147163,2017-12-06T05:00:00.000Z,2017-12-07T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,December,7,341,Thursday  ,1,2017,December,6,340,Wednesday ,10,Auto Theft,D14    ,78,Kensington-Chinatown (78),43.6488953,-79.4000092,13051
-79.3286133,43.7582817,131005,GO-20171562136,2017-08-28T04:00:00.000Z,2017-08-29T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,August,29,241,Tuesday   ,9,2017,August,28,240,Monday    ,19,Auto Theft,D33    ,45,Parkwoods-Donalda (45),43.7582817,-79.3286133,13052
-79.4780273,43.644088699999983,131006,GO-2016446992,2016-03-14T04:00:00.000Z,2016-03-15T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,March,15,75,Tuesday   ,7,2016,March,14,74,Monday    ,22,Auto Theft,D11,87,High Park-Swansea (87),43.6440887,-79.4780273,13053
-79.4430466,43.6592255,131007,GO-20141626896,2014-03-02T05:00:00.000Z,2014-03-02T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,March,2,61,Sunday    ,14,2014,March,2,61,Sunday    ,14,Auto Theft,D11,93,Dovercourt-Wallace Emerson-Junction (93),43.6592255,-79.4430466,13054
-79.4872589,43.6561012,131008,GO-2015543431,2015-04-01T04:00:00.000Z,2015-04-01T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2015,April,1,91,Wednesday ,20,2015,April,1,91,Wednesday ,19,Auto Theft,D11,89,Runnymede-Bloor West Village (89),43.6561012,-79.4872589,13055
-79.5838089,43.7468147,131009,GO-20142636227,2014-08-03T04:00:00.000Z,2014-08-04T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,August,4,216,Monday    ,19,2014,August,3,215,Sunday    ,22,Auto Theft,D23,2,Mount Olive-Silverstone-Jamestown (2),43.7468147,-79.5838089,13056
-79.3400879,43.6610641,131010,GO-20171751936,2017-09-26T04:00:00.000Z,2017-09-27T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,September,27,270,Wednesday ,6,2017,September,26,269,Tuesday   ,19,Auto Theft,D55,70,South Riverdale (70),43.6610641,-79.3400879,13057
-79.3400879,43.6610641,131011,GO-20171751936,2017-09-26T04:00:00.000Z,2017-09-27T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,September,27,270,Wednesday ,6,2017,September,26,269,Tuesday   ,19,Auto Theft,D55,70,South Riverdale (70),43.6610641,-79.3400879,13058
-79.4784393,43.695083599999982,131012,GO-20171504190,2017-08-20T04:00:00.000Z,2017-08-20T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,August,20,232,Sunday    ,9,2017,August,20,232,Sunday    ,2,Auto Theft,D12,112,Beechborough-Greenbrook (112),43.6950836,-79.4784393,13059
-79.4141769,43.6693497,131013,GO-20142547152,2014-07-22T04:00:00.000Z,2014-07-22T04:00:00.000Z,Other,2135,210,Theft Of Motor Vehicle,2014,July,22,203,Tuesday   ,17,2014,July,22,203,Tuesday   ,17,Auto Theft,D14,95,Annex (95),43.6693497,-79.4141769,13060
-79.5413895,43.6968117,131014,GO-2015239702,2015-02-07T05:00:00.000Z,2015-02-10T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2015,February,10,41,Tuesday   ,9,2015,February,7,38,Saturday  ,18,Auto Theft,D23,6,Kingsview Village-The Westway (6),43.6968117,-79.5413895,13061
-79.5520859,43.726741799999985,131015,GO-20142274257,2014-06-11T04:00:00.000Z,2014-06-12T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,June,12,163,Thursday  ,12,2014,June,11,162,Wednesday ,20,Auto Theft,D23,5,Elms-Old Rexdale (5),43.7267418,-79.5520859,13062
-79.380928,43.6563301,131016,GO-20152018266,2015-11-24T05:00:00.000Z,2015-11-24T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2015,November,24,328,Tuesday   ,20,2015,November,24,328,Tuesday   ,16,Auto Theft,D52,75,Church-Yonge Corridor (75),43.6563301,-79.380928,13063
-79.410293600000017,43.6595612,131017,GO-20151812223,2015-10-21T04:00:00.000Z,2015-10-21T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2015,October,21,294,Wednesday ,13,2015,October,21,294,Wednesday ,12,Auto Theft,D14,80,Palmerston-Little Italy (80),43.6595612,-79.4102936,13064
-79.3856964,43.658329,131018,GO-20151636374,2015-09-22T04:00:00.000Z,2015-09-22T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2015,September,22,265,Tuesday   ,3,2015,September,22,265,Tuesday   ,3,Auto Theft,D52,76,Bay Street Corridor (76),43.658329,-79.3856964,13065
-79.4714813,43.7678299,131019,GO-20161622651,2016-09-12T04:00:00.000Z,2016-09-12T04:00:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2016,September,12,256,Monday    ,16,2016,September,12,256,Monday    ,0,Auto Theft,D32,27,York University Heights (27),43.7678299,-79.4714813,13066
-79.4700546,43.6845589,131020,GO-20141292218,2014-01-06T05:00:00.000Z,2014-01-06T05:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2014,January,6,6,Monday    ,13,2014,January,6,6,Monday    ,8,Auto Theft,D12,110,Keelesdale-Eglinton West (110),43.6845589,-79.4700546,13067
-79.407402,43.7048378,131021,GO-20143309993,2014-11-15T05:00:00.000Z,2014-11-16T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,November,16,320,Sunday    ,3,2014,November,15,319,Saturday  ,19,Auto Theft,D53,100,Yonge-Eglinton (100),43.7048378,-79.407402,13068
-79.2025299,43.8145599,131022,GO-2015665166,2015-04-21T04:00:00.000Z,2015-04-22T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2015,April,22,112,Wednesday ,11,2015,April,21,111,Tuesday   ,21,Auto Theft,D42,131,Rouge (131),43.8145599,-79.2025299,13069
-79.399780299999989,43.6437263,131023,GO-20151454182,2015-08-21T04:00:00.000Z,2015-08-23T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2015,August,23,235,Sunday    ,22,2015,August,21,233,Friday    ,23,Auto Theft,D14,77,Waterfront Communities-The Island (77),43.6437263,-79.3997803,13070
-79.3984451,43.6517258,131024,GO-2015815910,2015-05-14T04:00:00.000Z,2015-05-16T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2015,May,16,136,Saturday  ,11,2015,May,14,134,Thursday  ,10,Auto Theft,D14,78,Kensington-Chinatown (78),43.6517258,-79.3984451,13071
-79.3984451,43.6517258,131025,GO-2015815910,2015-05-14T04:00:00.000Z,2015-05-16T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2015,May,16,136,Saturday  ,11,2015,May,14,134,Thursday  ,10,Auto Theft,D14,78,Kensington-Chinatown (78),43.6517258,-79.3984451,13072
-79.5577316,43.607296,131026,GO-2015576041,2015-04-07T04:00:00.000Z,2015-04-07T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2015,April,7,97,Tuesday   ,18,2015,April,7,97,Tuesday   ,12,Auto Theft,D22,14,Islington-City Centre West (14),43.607296,-79.5577316,13073
-79.3910904,43.6463165,131027,GO-20141491676,2014-02-06T05:00:00.000Z,2014-02-08T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,February,8,39,Saturday  ,10,2014,February,6,37,Thursday  ,18,Auto Theft,D52,77,Waterfront Communities-The Island (77),43.6463165,-79.3910904,13074
-79.4227066,43.6544037,131028,GO-20151400615,2015-08-14T04:00:00.000Z,2015-08-15T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2015,August,15,227,Saturday  ,8,2015,August,14,226,Friday    ,21,Auto Theft,D14,80,Palmerston-Little Italy (80),43.6544037,-79.4227066,13075
-79.394432100000017,43.6402054,131029,GO-2015785045,2015-05-10T04:00:00.000Z,2015-05-11T04:00:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2015,May,11,131,Monday    ,12,2015,May,10,130,Sunday    ,20,Auto Theft,D14,77,Waterfront Communities-The Island (77),43.6402054,-79.3944321,13076
-79.4031982,43.657383,131030,GO-20151080561,2015-06-26T04:00:00.000Z,2015-06-27T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2015,June,27,178,Saturday  ,3,2015,June,26,177,Friday    ,23,Auto Theft,D14,79,University (79),43.657383,-79.4031982,13077
-79.3437195,43.7758369,131031,GO-20141575158,2014-02-21T05:00:00.000Z,2014-02-22T05:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,February,22,53,Saturday  ,1,2014,February,21,52,Friday    ,15,Auto Theft,D33,47,Don Valley Village (47),43.7758369,-79.3437195,13078
-79.43477630000001,43.658348099999984,131032,GO-2015944353,2015-06-05T04:00:00.000Z,2015-06-05T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2015,June,5,156,Friday    ,21,2015,June,5,156,Friday    ,18,Auto Theft,D14,83,Dufferin Grove (83),43.6583481,-79.4347763,13079
-79.3694611,43.6545258,131033,GO-20141873449,2014-04-11T04:00:00.000Z,2014-04-11T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,April,11,101,Friday    ,21,2014,April,11,101,Friday    ,20,Auto Theft,D51,73,Moss Park (73),43.6545258,-79.3694611,13080
-79.520721399999985,43.7106552,131034,GO-201787479,2017-01-15T05:00:00.000Z,2017-01-15T05:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,January,15,15,Sunday    ,10,2017,January,15,15,Sunday    ,0,Auto Theft,D12,23,Pelmo Park-Humberlea (23),43.7106552,-79.5207214,13081
-79.397644,43.6518784,131035,GO-2016744828,2016-04-29T04:00:00.000Z,2016-05-01T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,May,1,122,Sunday    ,14,2016,April,29,120,Friday    ,14,Auto Theft,D52,78,Kensington-Chinatown (78),43.6518784,-79.397644,13082
-79.1820679,43.7914429,131036,GO-20143440321,2014-12-06T05:00:00.000Z,2014-12-07T05:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2014,December,7,341,Sunday    ,8,2014,December,6,340,Saturday  ,18,Auto Theft,D43,134,Highland Creek (134),43.7914429,-79.1820679,13083
-79.3308029,43.6844749,131037,GO-20171642837,2017-09-09T04:00:00.000Z,2017-09-10T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,September,10,253,Sunday    ,22,2017,September,9,252,Saturday  ,23,Auto Theft,D54,66,Danforth (66),43.6844749,-79.3308029,13084
-79.3656311,43.6665306,131038,GO-2015754414,2015-05-03T04:00:00.000Z,2015-05-06T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2015,May,6,126,Wednesday ,16,2015,May,3,123,Sunday    ,9,Auto Theft,D51,71,Cabbagetown-South St.James Town (71),43.6665306,-79.3656311,13085
-79.366951,43.6565018,131039,GO-20142490953,2014-07-13T04:00:00.000Z,2014-07-13T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,July,13,194,Sunday    ,20,2014,July,13,194,Sunday    ,1,Auto Theft,D51,73,Moss Park (73),43.6565018,-79.366951,13086
-79.279953,43.8183937,131040,GO-2015783015,2015-05-10T04:00:00.000Z,2015-05-11T04:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2015,May,11,131,Monday    ,6,2015,May,10,130,Sunday    ,18,Auto Theft,D42,130,Milliken (130),43.8183937,-79.279953,13087
-79.540870699999985,43.6177444,131041,GO-20161320303,2016-05-22T04:00:00.000Z,2016-07-27T04:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,July,27,209,Wednesday ,16,2016,May,22,143,Sunday    ,11,Auto Theft,D22,14,Islington-City Centre West (14),43.6177444,-79.5408707,13088
